POS,Player,Pts,Mat,Wkts,Dots,4s,6s,Catches,Run outs,Stumpings,Team
1,surya kumar yadav,284.5,14,0,0,64,32,5,0.0,0,MI
2,sai sudharsan,282.5,14,0,0,78,20,7,0.0,0,GT
3,yashasvi jaiswal,273.0,14,0,0,60,28,10,0.0,0,RR
4,nicholas pooran,272.5,14,0,0,45,40,8,0.0,0,LSG
5,mitchell marsh,272.0,13,0,0,56,37,1,0.0,0,LSG
6,sunil narine,270.5,12,12,89,25,19,3,3.0,0,KKR
7,shubman gill,259.0,14,0,0,62,24,8,0.0,0,GT
8,abhishek sharma,255.0,14,0,22,46,28,8,0.0,0,SRH
9,prabhsimran singh,243.0,15,0,0,55,28,2,0.0,1,PBKS
10,jos buttler,240.5,14,0,0,52,24,8,1.5,2,GT
11,virat kohli,234.5,14,0,0,63,19,3,3.0,0,RCB
12,prasidh krishna,232.0,14,23,139,0,0,5,0.0,0,GT
13,pat cummins,226.0,14,16,118,6,7,5,0.0,0,SRH
14,ravindra jadeja,226.0,14,10,77,25,10,6,1.5,0,CSK
15,ryan rickelton,224.5,14,0,0,47,17,11,7.5,5,MI
16,riyan parag,224.0,14,3,30,27,27,8,1.5,0,RR
17,priyansh arya,221.5,15,0,0,49,24,6,0.0,0,PBKS
18,aiden markram,218.5,13,4,15,38,22,7,0.0,0,LSG
19,shreyas iyer,216.0,15,0,0,38,31,5,0.0,0,PBKS
20,heinrich klaasen,214.5,14,0,0,42,25,7,4.5,0,SRH
21,k l rahul,214.0,13,0,0,52,21,3,3.0,0,DC
22,marco jansen,213.5,14,16,116,3,4,8,0.0,0,PBKS
23,mohammed siraj,209.0,14,15,144,0,0,5,0.0,0,GT
24,phil salt,208.5,12,0,0,46,21,8,0.0,0,RCB
25,axar patel,205.5,12,5,65,23,15,4,3.0,0,DC
26,arshdeep singh,198.5,15,18,125,0,0,3,3.0,0,PBKS
27,noor ahmad,196.0,14,24,107,0,0,2,0.0,0,CSK
28,harshit rana,195.5,13,15,105,5,3,6,0.0,0,KKR
29,khaleel ahmed,195.0,14,15,137,0,0,1,3.0,0,CSK
30,vipraj nigam,190.0,14,11,74,15,8,3,4.5,0,DC
31,josh hazlewood,189.0,11,21,113,0,0,1,0.0,0,RCB
32,hardik pandya,187.5,13,13,60,17,9,2,3.0,0,MI
33,travis head,185.0,13,0,0,50,15,3,0.0,0,SRH
34,varun chakaravarthy,181.5,13,17,117,0,0,2,0.0,0,KKR
35,trent boult,181.0,14,19,112,0,0,1,0.0,0,MI
